region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,EPHC-S2,urban,2019,income,2,2003 - 2020,2.15,0.00784006965854872,0.0032385609709636772,0.0021809301136015923,0.0028858475390356993,26.095949008837703,19.475419702617476,0.3322307809665997,0.4290585043967283,0.4071348199218218,0.016687322068034655,0.03035304251852423,0.041737810429710684,0.0535019694578802,0.06723543405997404,0.08287839157662599,0.1015219517629789,0.12735599369982953,0.1685823980768214,0.31014568634961504,2.2774049417745648,10.8079395294189,41339571,12712.970737900083,8232.911229192487,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2020,urban,EPHC-S2,urban,2020,income,2,2003 - 2020,2.15,0.010747269106473547,0.003302278130666893,0.002360803307359518,0.0019527586857376572,22.84354708143823,17.233385271585153,0.3205251064810617,0.4234329107083751,0.4111748293395644,0.017473386399056542,0.030726277970370922,0.04176578007081931,0.053398200811865124,0.06738462303832643,0.08359095580717882,0.10354409012558902,0.1287345032894855,0.17035393018460743,0.3030282523027129,3.1424401995220124,10.8079395294189,41796990,11344.405742315425,7087.131778459777,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,1996,national,ILCS,national,1996,income,0,1996,2.15,0.13898823242187502,0.03494704262031366,0.013186012758548027,0.04541257132837764,6.768340694376414,4.665959545989459,0.3354787297875751,0.44418622997277335,0.3826619193635924,0.022959616273974248,0.03235706460287824,0.04186151152474915,0.051872893706305545,0.06290591856706196,0.0757512049610719,0.09185150152520027,0.11444721251927592,0.1537779428821474,0.35221513343733535,0.42318764787186747,167.312210083008,3168213,1030.4639222801354,1040.4121736808427,FALSE,group,survey
Europe & Central Asia,ECA,Armenia,ARM,1999,national,ILCS,national,1999,consumption,1,1999 - 2018,2.15,0.11899413794992604,0.02832798147270697,0.009963298144808905,0.0355779008109143,5.100736093031294,3.926315488912618,0.218430022682792,0.36219724299761613,0.29003598189383484,0.030426572166914658,0.04518154524540746,0.05402513674794315,0.06191757772390813,0.0716366329315882,0.08271611615477475,0.09657869283305265,0.11576657744642888,0.14547943600294289,0.2962717127470397,0.5274898707885963,167.312210083008,3089020,1210.3623950159097,1216.8901178144986,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2001,national,ILCS,national,2001,consumption,1,1999 - 2018,2.15,0.13974749376182216,0.03013678926648098,0.010191808103875526,0.038163944604848114,4.846677313433741,3.7717013593098283,0.20633738346884295,0.35364358972599064,0.27725270453326883,0.03190420707330982,0.04538201769007781,0.05485182345936669,0.06395345354199389,0.07320813696625017,0.08310660777744916,0.0951734768383305,0.1133815273399828,0.1480713533396094,0.2909673959736315,0.5397811640709277,167.312210083008,3050686,1422.4766542227462,1429.2726881010815,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2002,national,ILCS,national,2002,consumption,1,1999 - 2018,2.15,0.09966604049259027,0.021111412493136503,0.007153839727542856,0.02640052501367739,5.084001243335804,3.955772554077253,0.20000215055530296,0.3477967434362492,0.26831199481655255,0.03336183673045017,0.04710275307564165,0.05603067079394296,0.06430407296831209,0.073122091150472,0.08284556856787145,0.09525440298677729,0.11289290963002407,0.14509224531367682,0.2899934487828333,0.5455031043341023,167.312210083008,3033976,1619.1121892100193,1556.1361892763578,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2003,national,ILCS,national,2003,consumption,1,1999 - 2018,2.15,0.07539517470881864,0.011541281633150456,0.0031618804564122237,0.013728638077269461,5.225257117721712,4.167549150612134,0.18209466079435999,0.3302808687042925,0.24514280493702448,0.03683188693869432,0.04981422237399918,0.05833547055684861,0.06614369197544795,0.0748659096031464,0.08453750426021606,0.09567747085495715,0.11223713078305897,0.13958723511032356,0.2819694775433056,0.5712593293105184,167.312210083008,3017938,1855.5968269456491,1677.9938790849735,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2004,national,ILCS,national,2004,consumption,1,1999 - 2018,2.15,0.053178055282727656,0.012304391110234757,0.004484710293247458,0.01582144651996,6.478400022101923,4.830016966579927,0.23738343746732044,0.3750563253607403,0.2777232744232876,0.030762737133726292,0.04508928293177565,0.05325946013671361,0.06146090826065989,0.07015053576777247,0.07968309626948239,0.0925149296395168,0.10943733436459252,0.1407580317246928,0.3168836837710646,0.6110056656753976,167.312210083008,3000715,2062.203233298761,1837.8304711151818,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2005,national,ILCS,national,2005,consumption,1,1999 - 2018,2.15,0.02629570387044934,0.00600123216868202,0.0020807494602127215,0.00750954615678233,7.138377746883846,5.437999035889383,0.21776298817142029,0.35992353443777314,0.26306408613332927,0.03333562634541529,0.047190220362063676,0.055351951570791993,0.06280871268448251,0.07127338451309667,0.08103367188883304,0.09262865602547082,0.10958341829332907,0.13903377615870516,0.3077605821578018,0.614923137648308,167.312210083008,2981262,2364.1759347240013,2017.9597229537876,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2006,national,ILCS,national,2006,consumption,1,1999 - 2018,2.15,0.01998593516126573,0.0032287669398408003,9.069471658514268e-4,0.0038518561467838688,6.890281746690537,5.837728596835577,0.14587266414283817,0.29709984766143505,0.2415190789793798,0.0373091363349582,0.05199736831767821,0.06138864944735707,0.07008476750544854,0.07953695542115008,0.09044438438695906,0.10251136352779006,0.1188046752901713,0.14338257518155595,0.24454012458693375,0.6326842235159865,167.312210083008,2958301,2697.0189832057185,2202.2487478745998,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2007,national,ILCS,national,2007,consumption,1,1999 - 2018,2.15,0.015362026096289078,0.0028135448648991036,9.556838534521103e-4,0.0035357963344032207,7.6751237101904985,6.39747845555546,0.16013721648121543,0.3122605825894329,0.25528306936128903,0.03510383139372199,0.048956362166961656,0.05890174033307233,0.0690910966257613,0.07863651391822338,0.088478832397345,0.10129424175433754,0.1194619288091604,0.14886165276185137,0.2512137998395635,0.6606022232484213,167.312210083008,2932615,3093.3693399917347,2515.300145609949,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2008,national,ILCS,national,2008,consumption,1,1999 - 2018,2.15,0.00879694247937964,0.0018914561398347203,6.317202519449917e-4,0.0023653793952706386,7.844795081320976,6.65931854871966,0.13979462167547743,0.2918814172710552,0.24817150679290814,0.0385362234040684,0.05266831227265431,0.0607948877645588,0.06991505041347926,0.07949698339766426,0.09062794441940197,0.10414237208258531,0.12026302643705844,0.14665370326425176,0.23690149654429127,0.7197258476001008,167.312210083008,2907615,3335.2441635504774,2672.9733500384987,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2009,national,ILCS,national,2009,consumption,1,1999 - 2018,2.15,0.012476557322389758,0.0019708754170471472,4.8794672727438796e-4,0.0022901275236786893,6.972357532388735,5.9569176632937975,0.12776397969164888,0.28015877401642253,0.23645576682082267,0.039898955429374904,0.05384602574980261,0.0632838159076225,0.07170806530148024,0.0807170963930928,0.09106286393982066,0.10369655793455457,0.12042027573212588,0.14617859506649689,0.22918774854562773,0.7442401300922313,167.312210083008,2888094,2884.339470381193,2570.842061220253,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2010,national,ILCS,national,2010,consumption,1,1999 - 2018,2.15,0.009514653457694484,0.0015034992930416523,4.607588469685944e-4,0.0018493409422362529,7.118401440702037,5.9216742014322135,0.14875529761998388,0.2999258234323411,0.23805542595672166,0.03890317005634927,0.052137007039797637,0.0607444549948072,0.06973967600988826,0.07906975471151675,0.08859946998067647,0.10042117350575769,0.11657906896601239,0.14346721998470058,0.25033900475050264,0.8051035427086569,167.312210083008,2877314,2958.8389990780233,2678.5325255680236,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2011,national,ILCS,national,2011,consumption,1,1999 - 2018,2.15,0.011850709377100116,0.0018641891364294628,4.7521590682624297e-4,0.002182642539549737,7.266699730844926,6.181768212400224,0.14157705966238313,0.29352945820008636,0.23978141524947033,0.03829449529595093,0.05207390357657864,0.06139692275016889,0.07064596262663864,0.07988090631559908,0.09002120978505662,0.10241973171997532,0.11966068954770553,0.14594037372525281,0.23966580465672893,0.8666940374353,167.312210083008,2876536,3098.742304230708,2743.5582591368275,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2012,national,ILCS,national,2012,consumption,1,1999 - 2018,2.15,0.00832222349256738,0.001569495110771042,5.15085091280193e-4,0.0019430135296748376,7.527843457667805,6.372939945211616,0.1451348548124422,0.2960226142586567,0.2369652719872604,0.037910871894739497,0.05202909508538026,0.06112591089755397,0.07066641593487882,0.08014240490177449,0.09053520453458325,0.10234464035367435,0.11788310905761779,0.14196013175220712,0.24540221558789266,0.888864237179258,167.312210083008,2884239,3312.9800082494044,2984.7206656825238,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2013,national,ILCS,national,2013,consumption,1,1999 - 2018,2.15,0.017382651755770154,0.0034486837444410354,0.0011482611503476042,0.004276293152522662,7.810947099477343,6.597412922211107,0.15655967306116006,0.30579663152331293,0.2499163833648659,0.03564453729887386,0.05060413863442667,0.05978829781105176,0.06903681665756195,0.07926816588906968,0.08988271341836873,0.10257943553417836,0.11925575194736482,0.14708550085701466,0.24685464195208273,0.9403265032946273,167.312210083008,2897593,3406.5361176782562,3020.37454307536,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2014,national,ILCS,national,2014,consumption,1,1999 - 2018,2.15,0.014391430834086411,0.0022082802878695532,6.012406143096371e-4,0.0026323627057350607,8.011235235285863,6.733072195842544,0.1651664337631551,0.31483290653658214,0.25187864048166925,0.035163275798925246,0.049332350831260245,0.05850791650489122,0.06809862774235437,0.07856184628980392,0.09006185305150788,0.10193882300945473,0.11777276822070304,0.14312284331181457,0.2574396952392892,0.9683605339560305,167.312210083008,2912403,3511.2250593093963,3052.421633111787,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2015,national,ILCS,national,2015,consumption,1,1999 - 2018,2.15,0.01146360068263497,0.0021384608166805192,7.390906020586205e-4,0.0026961654673197206,8.588196247776535,7.1080392507978125,0.17637984624440153,0.3235677179616022,0.2529977323515781,0.03377845133253698,0.04843492749056858,0.057697176622559965,0.06794846472366287,0.07811242441290844,0.08920353385176827,0.10154028785410524,0.11643511861494316,0.13949905089488224,0.26735056420171854,1.0044967666743938,167.312210083008,2925559,3607.289298553611,2810.650005449272,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2016,national,ILCS,national,2016,consumption,1,1999 - 2018,2.15,0.011079465678077974,0.0015240254063501096,4.35949806312172e-4,0.0018581428672364813,9.041171659143032,7.711447342963354,0.18075644799375154,0.32547948355838374,0.27499323621475874,0.03265404442445418,0.045862516113151765,0.05517626036070797,0.06597225424191266,0.07896744971555086,0.09147831272065532,0.10574271745526548,0.12261107057117693,0.1487187659018021,0.2528166084953173,0.9903975653283613,167.312210083008,2936147,3601.469663581154,2742.8430164406727,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2017,national,ILCS,national,2017,consumption,1,1999 - 2018,2.15,0.007856545903530337,0.0013386673598396871,3.5507441263375777e-4,0.0015729326265037672,8.79643570274468,6.969825454498391,0.19080654736487013,0.33621837363320384,0.2519002546693712,0.034969792535051177,0.04882037108139505,0.05771190834503229,0.0659174134345667,0.07460678841013357,0.08450450424922373,0.09610980723025242,0.11332561736039165,0.14034514994998493,0.2836886474039758,1,167.312210083008,2944789,3860.2180579362384,3117.520301053168,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2018,national,ILCS,national,2018,consumption,1,1999 - 2018,2.15,0.013398209263911522,0.0022400273473250575,5.717864711129633e-4,0.002612875803098959,8.794251525572044,6.935608494730016,0.2001982748959892,0.344334976829172,0.25452827347830614,0.03297133865735187,0.048075276676138715,0.05709243905474551,0.06535022099253968,0.07416848765135298,0.08457292354786644,0.09606953209192926,0.11170339142845104,0.13800260398050213,0.29199378591912795,1.025202360028555,167.312210083008,2951741,4051.384966923725,3259.2952361775892,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2019,national,ILCS,national,2019,consumption,2,2019 - 2020,2.15,0.010300697785462781,0.0012419718779151689,2.9071064286380186e-4,0.0014288822470386062,7.877928988786104,6.705525559651797,0.14986674077007647,0.29878207125658895,0.2263837889039632,0.03757175005827931,0.05200477706470928,0.06140747203299028,0.07089863453587106,0.08059243768418553,0.08966063676582586,0.10099803739142477,0.11607387076716397,0.13985560527577456,0.2509367784237818,1.0400006339011048,167.312210083008,2957728,4350.466197742082,3632.2346065745783,FALSE,micro,survey
Europe & Central Asia,ECA,Armenia,ARM,2020,national,ILCS,national,2020,consumption,2,2019 - 2020,2.15,0.0038813461106411177,5.7116788208837e-4,1.5265521271801675e-4,6.719929488955004e-4,7.4696150607038145,6.62477927719205,0.1042313755320412,0.25171742601447766,0.20185957993972548,0.04365727438718718,0.058489357772597825,0.06749024395394732,0.07550184999865134,0.08427368072750199,0.09332722107347369,0.10377158921649815,0.11792176688353839,0.1408330527314443,0.21473396325500727,1.052599541207933,167.312210083008,2963234,4021.046264096173,3114.760787707278,FALSE,micro,survey
Other High Income Countries,OHI,Australia,AUS,1981,national,HIS-LIS,national,1981,income,0,1981,2.15,0.009935030506376355,0.004918515178331138,0.003445463780756833,0.010588555272976755,38.33816504719713,32.322157462866194,0.18710183840969363,0.31325787030202146,0.2815775796785096,0.027856402522577973,0.0489048030401773,0.05984397766785661,0.06915759656248927,0.07836092623055513,0.09063189918153597,0.10649823278457504,0.12723123302033879,0.15849856656650063,0.23301636242338908,0.2595007870474466,1.52933526039124,14927000,31570.853246784216,17402.30551830357,FALSE,micro,survey
Other High Income Countries,OHI,Australia,AUS,1985,national,IDS-LIS,national,1985,income,1,1985,2.15,0.010013097558287342,0.0058053954048017725,0.004176082689963767,0.012865282600996057,39.61470312175246,32.708268586057855,0.2018399388535068,0.3249768527838415,0.2942807165008952,0.02712432390334981,0.04759570196692577,0.05874662805219545,0.0672857096424549,0.07684706556465182,0.08939909706949539,0.1039963360365303,0.12651317279737623,0.1595953983660281,0.2428965666009919,0.35282212727681483,1.52933526039124,15758000,33381.1496371183,18137.74392179637,FALSE,micro,survey
Other High Income Countries,OHI,Australia,AUS,1989,national,SIH-LIS,national,1989,income,2,1989 - 2018,2.15,0.007442749773601237,0.004541249275367382,0.0034802515681474164,0.015164949179020554,40.713007937357915,33.69312134190501,0.21151063686490598,0.3315383472483562,0.29660015159423186,0.02640935782924095,0.04630188978868159,0.057174681172581635,0.0665199929929392,0.07653893006521531,0.08969882104078242,0.10547257290832951,0.12622996943950665,0.15898523823961896,0.24666854652310122,0.4814481673037987,1.52933526039124,16814400,36602.733552617414,19623.187590233705,FALSE,micro,survey
Other High Income Countries,OHI,Australia,AUS,1995,national,SIH-LIS,national,1995,income,2,1989 - 2018,2.15,0.00749782267273426,0.006179160145010984,0.00542232229669341,0.009196408483893248,37.488868416916574,31.01807715514413,0.19839179832301082,0.32581990432017305,0.28820454797981837,0.028529443783628088,0.047188358899104714,0.05777800043454141,0.06699083228371161,0.07709200610207306,0.0895170593916535,0.10437024225774116,0.12479268264284932,0.15772436422669223,0.24601700997800302,0.5846638183044732,1.52933526039124,18072000,39713.23154723108,21305.523711363305,FALSE,micro,survey
Other High Income Countries,OHI,Australia,AUS,2001,national,SIH-LIS,national,2001,income,2,1989 - 2018,2.15,0.007474116155050456,0.006168757767439331,0.0053987800395918955,0.008745300269753738,43.1919198878675,35.17693323538864,0.20805460282826596,0.3346479770968015,0.3049729918185223,0.02749740261267512,0.046370314161623516,0.056154866191741495,0.06517635968737331,0.07553913665184478,0.08897750215299821,0.10455487893157545,0.12680274096087807,0.15827049792940084,0.2506563007198892,0.6712390375534047,1.52933526039124,19413000,46496.02306683091,25182.85997258928,FALSE,micro,survey
